,id,lang,created_at,text,author_id
78,1540422323953598465,tl,2022-06-24T19:51:16.000Z,"https://t.co/WZrSbPYQ1y
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #MainaAndKingangi #RoyalFamily #Haaland #ManUnited #ManCity #RealMadrid #MCFC #PValley #NFL #MsMarvel #mane Hana Kuma #AndrewKibe Ruto #JK #fearwomen #p3",1536626778902515712
79,1540422296116019200,tl,2022-06-24T19:51:09.000Z,"https://t.co/WZrSbPYQ1y
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #MainaAndKingangi #RoyalFamily #Haaland #ManUnited #ManCity #RealMadrid #MCFC #PValley #NFL #MsMarvel #mane Hana Kuma #AndrewKibe Ruto #JK #fearwomen #p2",1536626778902515712
80,1540422270216183809,tl,2022-06-24T19:51:03.000Z,"https://t.co/WZrSbPYQ1y
#javascript #GirlsWhoCode #messi Covid-19 #NFTs  #Python #java #100daysofcode #Nodejs #vasha #MUFC #MainaAndKingangi #RoyalFamily #Haaland #ManUnited #ManCity #RealMadrid #MCFC #PValley #NFL #MsMarvel #mane Hana Kuma #AndrewKibe Ruto #JK #fearwomen #p1",1536626778902515712
81,1540422091476029441,en,2022-06-24T19:50:20.000Z,"""Don´t hesitate or allow yourself to make excuses. Just get out and do it.""- Christopher McCandless #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim #100DaysOfCode",1243665419501744133
82,1540422004720865280,en,2022-06-24T19:50:00.000Z,"#Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#Job #JobSearch #AI #DataAnalytics #MachineLearning #Python #JavaScript #WomenWhoCode #Programming #Coding #100DaysofCode #DEVCommunity #gamedev #gamedevelopment #indiedev #IndieGameDev #Mobile #gamers #RHOP #BTC #HR https://t.co/qtir7ksDGh",1332714745871421443
83,1540421511697367040,en,2022-06-24T19:48:02.000Z,"#100DaysOfCode 
Day 31🎉: Today I was very busy with a lot of other things but luckily I was able to squeeze in about an hour or 2 of code. I worked with map(), reduce() and filter() functions using the lambda operator in Python and practiced a couple of examples using these.",1509162595453915138
84,1540421488825602048,en,2022-06-24T19:47:57.000Z,"Buy Google Voice Accounts
https://t.co/bNeGXifyFb
#buygooglevoiceaccounts #googlevoiceaccounts #gv #MachineLearning #DataScience #5G #100DaysOfCode #Python #Cybersecurity
#uniquesservice1 #BigData #AI #IoT #DeepLearning #ArtificialIntelligence #NLP #robots
#Industry40 #tech #yelp https://t.co/NzVJuCsrER",1467832937768898564
85,1540421095479975936,en,2022-06-24T19:46:23.000Z,"Deep Learning

Link - https://t.co/rm8NsJlrwR

#DeepLearning #Python #100DaysOfCode #CodeNewbies #WomenWhoCode #DEVCommunity #DevOps #code #Coding #DataAnalytics #DataScience #ML #AI #ArtificialIntelligence #SoftwareEngineering #programming",3068484222
86,1540420091271172099,en,2022-06-24T19:42:24.000Z,"For quality assignment help dm
Homework
Biology
Chemistry
English
#FALLSEMESTER 
Ecology
Anatomy
#MachineLearning  #DataScience #5G #100DaysOfCode
#Python #Cybersecurity #BigData #AI #IoT #DeepLearning
#ArtificialIntelligence #NLP #robots  #javascript https://t.co/tHQxHvUdXJ",1520097689895120899
87,1540420077010518018,es,2022-06-24T19:42:20.000Z,"configuroweb: Registro y Control de Notas para Estudiantes en PHP y #MySQL

https://t.co/yf1QlEaI49

#code #coding #javascript #python #datascience #programming #programmer #100daysofcode #webdev #webdevelopment #php #java #linux #css #codinglife #codingpics #configuroweb",1376508061746143243
88,1540419923440181252,es,2022-06-24T19:41:44.000Z,"diseño mecánico https://t.co/2slYtDE6Xn

#Freelance #RobloxDev #Blockchain #NFTs #100daysofcode #Web3 #Crypto #ai #ml #datascience #python #GameDev #Marketing #gig #indiedev #vroid #Writers #Artists #artcommissions #unity3d",1435146570534580226
89,1540419752539176961,en,2022-06-24T19:41:03.000Z,"Day 73. Today I studied Python's user-defined functions and nested functions. Had to go through these courses 3 times so it sticks, Zero kidding. 
Python is after my jugular 😩😀.
#100DaysOfCode #Python #DataScience #TechWoman",1084459689063133184
90,1540419561983467523,en,2022-06-24T19:40:17.000Z,"KNN - K Nearest Neighbours

#Python #pythonlearning #DataAnalytics #databases #MachineLearning #DataScience #Deeplearning #BigData #Analytics #DataScientist #Linux #Programming #Coding #100DaysofCode #Data #100daysofcodechallenge #pythonprogramming #AI #SQL #NeuralNetworks https://t.co/e6DFroQid2",280183258
91,1540419537451065344,en,2022-06-24T19:40:11.000Z,"""The most important thing in communication is to hear what isn't being said.""- Peter Drucker #softwareengineer #javascript #python #C++ #golang #nodejs #reactjs #stockopertor #highgrowthstocks $SPX $QQQ $RUT $VIX #canslim #100DaysOfCode",1243665419501744133
92,1540419488276877312,en,2022-06-24T19:40:00.000Z,"#Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN
#Job #JobSearch #AI #DataAnalytics #MachineLearning #Python #JavaScript #WomenWhoCode #Programming #Coding #100DaysofCode #DEVCommunity #gamedev #gamedevelopment #indiedev #IndieGameDev #Mobile #gamers #RHOP #BTC #HR https://t.co/M4bnwC5aD1",1332714745871421443
93,1540419355242029057,en,2022-06-24T19:39:28.000Z,"Guaranteed A's in:
#Essays
Exams
Sociology
Thesis
English
Assignment
Homework due
stats
Term paper
PHYSICS
Chemistry
Project
History 
Onlineclass
Biology
Psychology
#AI
#WomenWhoCode
#100DaysOfCode
#javascript
#coding
#Analytics
#programming #DataScience
#Python
#Serverless",1520097689895120899
94,1540418880555941888,en,2022-06-24T19:37:35.000Z,"DM @GraceyEssays for:
understand Infosec Tools
#AI #DataSecurity #dataScientist #DataAnalytics #Python #RStats #Reactjs #IIoT #MachineLearning #flutter #javascript #TensorFlow #BigData #CloudComputing #coding  #100DaysOfCode #PyTorch #R #WomenInSTEM  #fintech #CyberSecurity https://t.co/z5Nf48NNh6",1403031834963886085
95,1540418671809441792,en,2022-06-24T19:36:45.000Z,"Buy Verified Transferwise accounts
https://t.co/qSl3gCvDT4
#buyverifiedtransferwiseaccounts #buywiseaccounts #buyverifiedwiseaccounts #100Daysofcode #programming #CodeNewbie #python #DataScience #gamedev #BigData
#Coding #DataScience #MachineLearning #NeuralNetworks #OpenSource https://t.co/AXdocD1pmT",1467832937768898564
96,1540418666596024321,en,2022-06-24T19:36:44.000Z,Day-4 #100DaysOfCode  boot-camp python,1508439735034912769
97,1540418360655110145,lt,2022-06-24T19:35:31.000Z,"#Python #NodeJS #javascripttflx  #Cybersecurity #SEO  #medeepakjain #learnwithdeepak #javascript  #macOS #100DaysOfCode @PhishFindR #WordPress #webdev 
Talos Advisories.
Talos Rules 2022-06-23 
https://t.co/6kzhSm1Z9M",1199332435701485569
98,1540418031611944960,en,2022-06-24T19:34:12.000Z,"Guaranteed A+ grade in;
Project
Math
Essay due
Pay write
English
Paper pay
Case study
Quiz
Do my homework
Online classes
Python..
Philosophy 
Book review
Assignment due
#Pay someone write
#100DaysOfCode
#Javascripts 
DM 
@Essay_Write25 
WhatsApp +1 (256) 649-9989",1344580703246233601
99,1540417811587026945,en,2022-06-24T19:33:20.000Z,"Buy SoundCloud Accounts
https://t.co/qlu4u3yDMB
#buysouncloudaccounts #soundcloudaccounts #soundcloudpromotion #MachineLearning #DataScience #5G #100DaysOfCode #Python
#Cybersecurity #BigData #AI #IoT #DeepLearning #ArtificialIntelligence #NLP #robots
#Industry40 #javascript30 https://t.co/seiAvq3Cxi",1467832937768898564
